dataset_name,COPOD_ROC,DeepSVDD_ROC,COPOD_PR,DeepSVDD_PR,difficulty,radius,vectors,classes,train_len,test_len,anomaly_len,radius_diff
2_2_010000010_011000110_wellness_parenting_divorce_home & living,0.3998275202464413,0.5363150877761638,0.4148424736509005,0.5468143277690145,2,2,"['010000010', '011000110']","['wellness', 'parenting', 'divorce', 'home & living']",48109,76874,38437,radius: 2 ; differance: 2
2_2_010000010_100000010_wellness_parenting_divorce_impact,0.4196423232922463,0.5299919958634557,0.4279918316540384,0.5305762702845235,2,2,"['010000010', '100000010']","['wellness', 'parenting', 'divorce', 'impact']",55928,75202,37601,radius: 2 ; differance: 2
2_2_010000010_110000110_wellness_parenting_divorce_healthy living tips,0.3965870698523795,0.4276040584493012,0.4153824649339695,0.4393157185871854,2,2,"['010000010', '110000110']","['wellness', 'parenting', 'divorce', 'healthy living tips']",57803,81622,40811,radius: 2 ; differance: 2
2_2_010001000_010011001_college_education,0.4497519199203601,0.4523761618084227,0.4568046547069068,0.4570519371941313,2,2,"['010001000', '010011001']","['college', 'education']",97858,4316,2158,radius: 2 ; differance: 2
2_2_010010001_000000001_business_crime_good news_weird news,0.5658056342929956,0.4965857866974458,0.5944888455839497,0.4981903084203287,2,2,"['010010001', '000000001']","['business', 'crime', 'good news', 'weird news']",94783,27458,13729,radius: 2 ; differance: 2
2_2_010010001_010000000_business_crime_fifty,0.4657335712817111,0.4670926225934442,0.4915087888655762,0.4693329536763957,2,2,"['010010001', '010000000']","['business', 'crime', 'fifty']",69562,21910,10955,radius: 2 ; differance: 2
2_2_010010001_010011011_business_crime_money,0.5072582067464533,0.4738151061516102,0.5167328100225829,0.473869683795524,2,2,"['010010001', '010011011']","['business', 'crime', 'money']",137534,22620,11310,radius: 2 ; differance: 2
2_2_010010001_110011001_business_crime_tech,0.5338976684422376,0.5057945478857451,0.5386428927755444,0.5099346860892567,2,2,"['010010001', '110011001']","['business', 'crime', 'tech']",134980,23316,11658,radius: 2 ; differance: 2
2_2_011000010_010000000_weddings_fifty,0.3687546480597594,0.5093995337102467,0.3997322913036326,0.5043736468275295,2,2,"['011000010', '010000000']","['weddings', 'fifty']",76017,10108,5054,radius: 2 ; differance: 2
2_2_011000110_001000100_home & living_style,0.5171718968837756,0.4625446459183687,0.4986440576671086,0.4625039794997616,2,2,"['011000110', '001000100']","['home & living', 'style']",81746,32776,16388,radius: 2 ; differance: 2
2_2_100000001_000000000_world news_u.s. news_media_religion,0.6049361591365194,0.5135818185719953,0.6190923284376939,0.5083019732374748,2,2,"['100000001', '000000000']","['world news', 'u.s. news', 'media', 'religion']",39544,32880,16440,radius: 2 ; differance: 2
2_2_100000001_100001000_world news_u.s. news_environment,0.6399003185144883,0.5317406228383872,0.6494130409885205,0.5308586238454106,2,2,"['100000001', '100001000']","['world news', 'u.s. news', 'environment']",110271,29970,14985,radius: 2 ; differance: 2
2_2_100000001_101000101_world news_u.s. news_arts & culture,0.6230887149534453,0.5125091688493952,0.6310251381921373,0.5144746408115727,2,2,"['100000001', '101000101']","['world news', 'u.s. news', 'arts & culture']",91516,29682,14841,radius: 2 ; differance: 2
2_2_100000010_000000000_impact_media_religion,0.4876804637808412,0.5368632270122002,0.4979165347303622,0.5204891959371762,2,2,"['100000010', '000000000']","['impact', 'media', 'religion']",44207,18010,9005,radius: 2 ; differance: 2
2_2_100000010_100000001_impact_world news_u.s. news,0.6085511800785137,0.465111676143789,0.6132213950269296,0.4717065034391351,2,2,"['100000010', '100000001']","['impact', 'world news', 'u.s. news']",81547,28806,14403,radius: 2 ; differance: 2
2_2_100000010_100001000_impact_environment,0.4592978202710407,0.4924213148546116,0.4727850796448705,0.4887013739152215,2,2,"['100000010', '100001000']","['impact', 'environment']",125671,15100,7550,radius: 2 ; differance: 2
2_2_100001000_010001000_environment_college,0.49461479658563,0.5042845222350345,0.5066872178631625,0.5027001448806141,2,2,"['100001000', '010001000']","['environment', 'college']",91611,10420,5210,radius: 2 ; differance: 2
2_2_100011000_110011001_science_tech,0.5549521697234618,0.4874961913426391,0.5456638022021753,0.4890253110621886,2,2,"['100011000', '110011001']","['science', 'tech']",184517,8620,4310,radius: 2 ; differance: 2
2_2_110000110_011000110_healthy living tips_home & living,0.4680469075642671,0.5039476310405274,0.4687500799895124,0.5050247000864128,2,2,"['110000110', '011000110']","['healthy living tips', 'home & living']",124277,22028,11014,radius: 2 ; differance: 2
2_2_110000110_100000010_healthy living tips_impact,0.4344163813381004,0.5328727641882914,0.4516273694938664,0.5213371425048966,2,2,"['110000110', '100000010']","['healthy living tips', 'impact']",120328,20356,10178,radius: 2 ; differance: 2
2_2_110011001_010011011_tech_money,0.5204618244785095,0.5447904641735348,0.4972268275245622,0.5387653145015835,2,2,"['110011001', '010011011']","['tech', 'money']",189033,7720,3860,radius: 2 ; differance: 2
2_2_111000100_001000100_travel_style,0.460292323869149,0.5413508733188817,0.4611071080622518,0.5401747826478291,2,2,"['111000100', '001000100']","['travel', 'style']",113936,43936,21968,radius: 2 ; differance: 2
2_2_111000100_011000110_travel_home & living,0.4755590964569226,0.4398341537740271,0.460589177412441,0.459626061683128,2,2,"['111000100', '011000110']","['travel', 'home & living']",112197,28440,14220,radius: 2 ; differance: 2
2_2_111000100_101000101_travel_arts & culture,0.4436066390629473,0.5006497042905791,0.4477702599422087,0.4977029339581325,2,2,"['111000100', '101000101']","['travel', 'arts & culture']",139446,27644,13822,radius: 2 ; differance: 2
2_2_111000100_110000110_travel_healthy living tips,0.4436558055045997,0.5288263142838512,0.4476921529022703,0.5239169679419835,2,2,"['111000100', '110000110']","['travel', 'healthy living tips']",109992,33188,16594,radius: 2 ; differance: 2
2_3_000000000_010001000_media_religion_college,0.5332733220814581,0.4325026605488581,0.5545408884364832,0.4561586364498113,2,3,"['000000000', '010001000']","['media', 'religion', 'college']",18171,13330,6665,radius: 3 ; differance: 2
2_3_000000000_100001000_media_religion_environment,0.535482312159334,0.5079450547194415,0.5568923426585242,0.5054925266879617,2,3,"['000000000', '100001000']","['media', 'religion', 'environment']",18019,19174,9587,radius: 3 ; differance: 2
2_3_000000001_000100000_good news_weird news_latino voices,0.6065713440541661,0.5069231008393731,0.6208609512615909,0.5181774833074321,2,3,"['000000001', '000100000']","['good news', 'weird news', 'latino voices']",33764,10610,5305,radius: 3 ; differance: 2
2_3_000000001_010000000_good news_weird news_fifty,0.4552110017774474,0.5622675912755837,0.5039793152742236,0.5648463694225979,2,3,"['000000001', '010000000']","['good news', 'weird news', 'fifty']",15273,11152,5576,radius: 3 ; differance: 2
2_3_000101000_000000000_black voices_women_media_religion,0.5578382552176253,0.4923319538047665,0.5623719490012402,0.493701871599697,2,3,"['000101000', '000000000']","['black voices', 'women', 'media', 'religion']",16034,27352,13676,radius: 3 ; differance: 2
2_3_000101000_010001000_black voices_women_college,0.5302355515206698,0.4955071735220295,0.5189419842231487,0.4966481162853864,2,3,"['000101000', '010001000']","['black voices', 'women', 'college']",50444,18598,9299,radius: 3 ; differance: 2
2_3_000101000_100001000_black voices_women_environment,0.5189726287161822,0.4904320768829566,0.5184879242600697,0.4962139773909544,2,3,"['000101000', '100001000']","['black voices', 'women', 'environment']",115456,24442,12221,radius: 3 ; differance: 2
2_3_000101010_000100000_queer voices_latino voices,0.5479684039837992,0.4704696113330758,0.5419032004691448,0.4832237185609474,2,3,"['000101010', '000100000']","['queer voices', 'latino voices']",46082,14954,7477,radius: 3 ; differance: 2
2_3_001000100_101000101_style_arts & culture,0.4986547017151511,0.4926245159478583,0.4956341449903099,0.4959739903871006,2,3,"['001000100', '101000101']","['style', 'arts & culture']",105330,31980,15990,radius: 3 ; differance: 2
2_3_010000000_000100000_fifty_latino voices,0.3979704996642971,0.5573058437289893,0.4493403602049376,0.5359643903342008,2,3,"['010000000', '000100000']","['fifty', 'latino voices']",15893,5062,2531,radius: 3 ; differance: 2
2_3_010001000_010011001_college_education,0.4378731508338909,0.4538674767509476,0.4503383394855309,0.461388318445104,2,3,"['010001000', '010011001']","['college', 'education']",57585,4316,2158,radius: 3 ; differance: 2
2_3_010010001_000000001_business_crime_good news_weird news,0.5633143569958807,0.4819690291092562,0.5906163435355472,0.4863462850573085,2,3,"['010010001', '000000001']","['business', 'crime', 'good news', 'weird news']",27827,27458,13729,radius: 3 ; differance: 2
2_3_010010001_010011011_business_crime_money,0.512492196056634,0.4612873047255192,0.5156874695765482,0.4686987045006884,2,3,"['010010001', '010011011']","['business', 'crime', 'money']",85833,22620,11310,radius: 3 ; differance: 2
2_3_010010001_110011001_business_crime_tech,0.5415607097115389,0.4769750470616493,0.541728188265909,0.4777797820550111,2,3,"['010010001', '110011001']","['business', 'crime', 'tech']",79213,23316,11658,radius: 3 ; differance: 2
2_3_011000010_010000000_weddings_fifty,0.343630852483718,0.5196111125292038,0.3909040359908194,0.507425703122253,2,3,"['011000010', '010000000']","['weddings', 'fifty']",19717,10108,5054,radius: 3 ; differance: 2
2_3_011000110_001000100_home & living_style,0.5163710413609821,0.517153091488566,0.4997569814659827,0.5441516443644228,2,3,"['011000110', '001000100']","['home & living', 'style']",75040,32776,16388,radius: 3 ; differance: 2
2_3_100000001_100001000_world news_u.s. news_environment,0.7346599697239227,0.5117810703596489,0.7341261520701905,0.512121656665637,2,3,"['100000001', '100001000']","['world news', 'u.s. news', 'environment']",58537,29970,14985,radius: 3 ; differance: 2
2_3_100000001_101000101_world news_u.s. news_arts & culture,0.686487172128236,0.6176675623046696,0.6960797231953779,0.6296820996167884,2,3,"['100000001', '101000101']","['world news', 'u.s. news', 'arts & culture']",52359,29682,14841,radius: 3 ; differance: 2
2_3_100000010_000000000_impact_media_religion,0.511412248300577,0.4203211800711616,0.5350707720097273,0.455580474439734,2,3,"['100000010', '000000000']","['impact', 'media', 'religion']",14011,18010,9005,radius: 3 ; differance: 2
2_3_100000010_100000001_impact_world news_u.s. news,0.6404851240399153,0.4635447654338523,0.6525781529288559,0.4803402912566487,2,3,"['100000010', '100000001']","['impact', 'world news', 'u.s. news']",23954,28806,14403,radius: 3 ; differance: 2
2_3_100000010_100001000_impact_environment,0.4696719792991535,0.5203309854830929,0.4790654773351767,0.5211632642496418,2,3,"['100000010', '100001000']","['impact', 'environment']",75663,15100,7550,radius: 3 ; differance: 2
2_3_100001000_010001000_environment_college,0.548860157455948,0.5361431766019135,0.5623418867137314,0.530738501306779,2,3,"['100001000', '010001000']","['environment', 'college']",31694,10420,5210,radius: 3 ; differance: 2
2_3_100011000_110011001_science_tech,0.5950265933107596,0.513424642416869,0.5752060807788195,0.5183744344731367,2,3,"['100011000', '110011001']","['science', 'tech']",114615,8620,4310,radius: 3 ; differance: 2
2_3_110000110_011000110_healthy living tips_home & living,0.4911251503566997,0.4999438784828686,0.4826395953390024,0.4991237796799544,2,3,"['110000110', '011000110']","['healthy living tips', 'home & living']",91678,22028,11014,radius: 3 ; differance: 2
2_3_110000110_100000010_healthy living tips_impact,0.446427919831866,0.459691359009088,0.4610212135707368,0.4618880700023194,2,3,"['110000110', '100000010']","['healthy living tips', 'impact']",70218,20356,10178,radius: 3 ; differance: 2
2_3_110011001_010011011_tech_money,0.5733107264624554,0.5362150326183253,0.5376852305351372,0.5198616252201278,2,3,"['110011001', '010011011']","['tech', 'money']",98108,7720,3860,radius: 3 ; differance: 2
2_3_111000100_001000100_travel_style,0.4611961320021069,0.5249408826929085,0.4621091198346511,0.512715853574392,2,3,"['111000100', '001000100']","['travel', 'style']",103577,43936,21968,radius: 3 ; differance: 2
2_3_111000100_011000110_travel_home & living,0.4842836054288546,0.5606203624577415,0.4680130939679042,0.5484808337026593,2,3,"['111000100', '011000110']","['travel', 'home & living']",88034,28440,14220,radius: 3 ; differance: 2
2_3_111000100_101000101_travel_arts & culture,0.4459537441971816,0.4637659151104915,0.4512655383260598,0.4696306877080343,2,3,"['111000100', '101000101']","['travel', 'arts & culture']",107455,27644,13822,radius: 3 ; differance: 2
2_3_111000100_110000110_travel_healthy living tips,0.4483811343454811,0.4496729502230303,0.4520579250749221,0.4614276692742917,2,3,"['111000100', '110000110']","['travel', 'healthy living tips']",82176,33188,16594,radius: 3 ; differance: 2
2_4_000000001_000100000_good news_weird news_latino voices,0.6243515400352307,0.5414420802312474,0.6405684211840165,0.5552690532863018,2,4,"['000000001', '000100000']","['good news', 'weird news', 'latino voices']",15609,10610,5305,radius: 4 ; differance: 2
2_4_000101010_000100000_queer voices_latino voices,0.5600426748488507,0.4615051044414586,0.5561459786367939,0.4687125978473028,2,4,"['000101010', '000100000']","['queer voices', 'latino voices']",20477,14954,7477,radius: 4 ; differance: 2
2_4_010001000_010011001_college_education,0.5325753001311584,0.4763543372892725,0.5303563021541281,0.4814011703329492,2,4,"['010001000', '010011001']","['college', 'education']",10200,4316,2158,radius: 4 ; differance: 2
2_4_010010001_010011011_business_crime_money,0.5317563778132698,0.5424032627636396,0.5488474349438321,0.5336388236387691,2,4,"['010010001', '010011011']","['business', 'crime', 'money']",49735,22620,11310,radius: 4 ; differance: 2
2_4_010010001_110011001_business_crime_tech,0.5606898269050156,0.4733469861487577,0.5738397047408971,0.4774893037742211,2,4,"['010010001', '110011001']","['business', 'crime', 'tech']",51668,23316,11658,radius: 4 ; differance: 2
2_4_100011000_110011001_science_tech,0.6880356748725512,0.5566802773456215,0.6664950425266055,0.5564984007346614,2,4,"['100011000', '110011001']","['science', 'tech']",70364,8620,4310,radius: 4 ; differance: 2
2_4_110000110_011000110_healthy living tips_home & living,0.452730695953965,0.4621942939453158,0.4574050543834259,0.4676314937657965,2,4,"['110000110', '011000110']","['healthy living tips', 'home & living']",25427,22028,11014,radius: 4 ; differance: 2
2_4_110011001_010011011_tech_money,0.5605601828236999,0.461640681629037,0.5293119525491231,0.4688004337795917,2,4,"['110011001', '010011011']","['tech', 'money']",82532,7720,3860,radius: 4 ; differance: 2
2_4_111000100_011000110_travel_home & living,0.4294722845341736,0.5584942737294791,0.4336067172076937,0.5676908979505138,2,4,"['111000100', '011000110']","['travel', 'home & living']",22221,28440,14220,radius: 4 ; differance: 2
2_4_111000100_101000101_travel_arts & culture,0.4151827666228081,0.4663711573703243,0.4311919620474364,0.476027116170754,2,4,"['111000100', '101000101']","['travel', 'arts & culture']",18444,27644,13822,radius: 4 ; differance: 2
2_4_111000100_110000110_travel_healthy living tips,0.4156912295980972,0.5526686028074086,0.4325991559637613,0.5427435205740995,2,4,"['111000100', '110000110']","['travel', 'healthy living tips']",19847,33188,16594,radius: 4 ; differance: 2
2_5_110011001_010011011_tech_money,0.5607366305135708,0.506099593277672,0.5223541814911514,0.5168965743780405,2,5,"['110011001', '010011011']","['tech', 'money']",40536,7720,3860,radius: 5 ; differance: 2
3_2_000000000_100011000_media_religion_science,0.5165700136412217,0.4998449583294316,0.534276682904587,0.5049803407034055,3,2,"['000000000', '100011000']","['media', 'religion', 'science']",47869,15454,7727,radius: 2 ; differance: 3
3_2_000000001_001000100_good news_weird news_style,0.585770196513959,0.5539597811358263,0.5771178725049246,0.5545029976274243,3,2,"['000000001', '001000100']","['good news', 'weird news', 'style']",58497,32486,16243,radius: 2 ; differance: 3
3_2_000000001_010001000_good news_weird news_college,0.5561366964749914,0.4788448304790925,0.5881466401533173,0.48142935979459,3,2,"['000000001', '010001000']","['good news', 'weird news', 'college']",59571,10638,5319,radius: 2 ; differance: 3
3_2_000000001_010011001_good news_weird news_education,0.586131973959026,0.4953227807715901,0.5970980221202001,0.5117354532181732,3,2,"['000000001', '010011001']","['good news', 'weird news', 'education']",102179,10378,5189,radius: 2 ; differance: 3
3_2_000000001_100001000_good news_weird news_environment,0.6247950553877037,0.4864822068342499,0.6192748543596621,0.4952091433996778,3,2,"['000000001', '100001000']","['good news', 'weird news', 'environment']",86090,16482,8241,radius: 2 ; differance: 3
3_2_000000001_101000101_good news_weird news_arts & culture,0.5826743214136841,0.4956662691614818,0.5933523756413048,0.5098025818146377,3,2,"['000000001', '101000101']","['good news', 'weird news', 'arts & culture']",70963,16194,8097,radius: 2 ; differance: 3
3_2_000000100_000101000_entertainment_comedy_black voices_women,0.5371300321086785,0.5427334473771946,0.5447324740854076,0.5480628132660449,3,2,"['000000100', '000101000']","['entertainment', 'comedy', 'black voices', 'women']",103405,61834,30917,radius: 2 ; differance: 3
3_2_000000100_010001000_entertainment_comedy_college,0.5349560132997833,0.468060750558556,0.5408512133680355,0.4833608955414125,3,2,"['000000100', '010001000']","['entertainment', 'comedy', 'college']",40953,47812,23906,radius: 2 ; differance: 3
3_2_000000100_011000110_entertainment_comedy_home & living,0.5269469924906365,0.5018500855708053,0.5293144053308548,0.5028195056599315,3,2,"['000000100', '011000110']","['entertainment', 'comedy', 'home & living']",68268,54164,27082,radius: 2 ; differance: 3
3_2_000000100_100000001_entertainment_comedy_world news_u.s. news,0.6324225968997106,0.4340031895229786,0.6487198490915388,0.4554568067593303,3,2,"['000000100', '100000001']","['entertainment', 'comedy', 'world news', 'u.s. news']",57283,67362,33681,radius: 2 ; differance: 3
3_2_000000100_100000010_entertainment_comedy_impact,0.5215706877087171,0.4856773485313074,0.5351102975781022,0.4842375844739613,3,2,"['000000100', '100000010']","['entertainment', 'comedy', 'impact']",68508,52492,26246,radius: 2 ; differance: 3
3_2_000000100_100001000_entertainment_comedy_environment,0.5459760784087195,0.4721758462409475,0.5634954635565368,0.4890811028711031,3,2,"['000000100', '100001000']","['entertainment', 'comedy', 'environment']",97232,53656,26828,radius: 2 ; differance: 3
3_2_000000100_101000101_entertainment_comedy_arts & culture,0.5367958969751658,0.5341132876881414,0.5532524782749632,0.5338454310224475,3,2,"['000000100', '101000101']","['entertainment', 'comedy', 'arts & culture']",102609,53368,26684,radius: 2 ; differance: 3
3_2_000000100_110000110_entertainment_comedy_healthy living tips,0.5054572991476658,0.5378011981929206,0.5168685839687471,0.5331691147981944,3,2,"['000000100', '110000110']","['entertainment', 'comedy', 'healthy living tips']",66063,58912,29456,radius: 2 ; differance: 3
3_2_000000100_111000100_entertainment_comedy_travel,0.5096008910311551,0.5018858541664104,0.5202985858758651,0.5097144707039112,3,2,"['000000100', '111000100']","['entertainment', 'comedy', 'travel']",96536,65324,32662,radius: 2 ; differance: 3
3_2_000101000_000000001_black voices_women_good news_weird news,0.6298909976984639,0.5095683254960076,0.6201378624606428,0.5165914528116133,3,2,"['000101000', '000000001']","['black voices', 'women', 'good news', 'weird news']",81344,24660,12330,radius: 2 ; differance: 3
3_2_000101000_010000000_black voices_women_fifty,0.4921406974480671,0.4710873542945981,0.4956740451714778,0.4773218866394251,3,2,"['000101000', '010000000']","['black voices', 'women', 'fifty']",57267,19112,9556,radius: 2 ; differance: 3
3_2_000101000_100011000_black voices_women_science,0.5159368177389986,0.4822683809208171,0.5124658136973682,0.4842269187390076,3,2,"['000101000', '100011000']","['black voices', 'women', 'science']",168493,20722,10361,radius: 2 ; differance: 3
3_2_000101010_000000000_queer voices_media_religion,0.5065827780736967,0.4683268246805184,0.5170904014232187,0.4809987621960471,3,2,"['000101010', '000000000']","['queer voices', 'media', 'religion']",41691,23736,11868,radius: 2 ; differance: 3
3_2_000101010_010001000_queer voices_college,0.4657762322396007,0.4717368134958229,0.4732665001089349,0.4767007965414653,3,2,"['000101010', '010001000']","['queer voices', 'college']",98462,14982,7491,radius: 2 ; differance: 3
3_2_000101010_100000010_queer voices_impact,0.4551195335438052,0.4861492867958996,0.463639075847597,0.4827504307701403,3,2,"['000101010', '100000010']","['queer voices', 'impact']",119263,19662,9831,radius: 2 ; differance: 3
3_2_000101010_100001000_queer voices_environment,0.4812084865108473,0.4885249933531198,0.4936328943745067,0.4890822198479648,3,2,"['000101010', '100001000']","['queer voices', 'environment']",156142,20826,10413,radius: 2 ; differance: 3
3_2_001000100_000100000_style_latino voices,0.5087124740804726,0.5341842848571127,0.5005470545032487,0.5329696150787309,3,2,"['001000100', '000100000']","['style', 'latino voices']",108192,26396,13198,radius: 2 ; differance: 3
3_2_001000100_010000000_style_fifty,0.4503235586152049,0.5216770637624741,0.456457040652346,0.5213171339806912,3,2,"['001000100', '010000000']","['style', 'fifty']",33276,26938,13469,radius: 2 ; differance: 3
3_2_010000000_010011001_fifty_education,0.3121995464852607,0.515085923468316,0.3832806114913717,0.5038808187822056,3,2,"['010000000', '010011001']","['fifty', 'education']",78102,4830,2415,radius: 2 ; differance: 3
3_2_010000001_010011011_politics_sports_money,0.5613476820758545,0.4799689717369917,0.5486152029651953,0.4832641775960918,3,2,"['010000001', '010011011']","['politics', 'sports', 'money']",54708,84870,42435,radius: 2 ; differance: 3
3_2_010000001_011000010_politics_sports_weddings,0.546344580298034,0.4433888890091969,0.5345791279428745,0.4590843686571478,3,2,"['010000001', '011000010']","['politics', 'sports', 'weddings']",48698,88664,44332,radius: 2 ; differance: 3
3_2_010000001_110011001_politics_sports_tech,0.5669770652289224,0.475200635498621,0.5523727290658611,0.4839311795436167,3,2,"['010000001', '110011001']","['politics', 'sports', 'tech']",52154,85566,42783,radius: 2 ; differance: 3
3_2_010000010_000101010_wellness_parenting_divorce_queer voices,0.4130504989736689,0.4781769888016877,0.4240340778409289,0.4912609376364874,3,2,"['010000010', '000101010']","['wellness', 'parenting', 'divorce', 'queer voices']",52418,80928,40464,radius: 2 ; differance: 3
3_2_010000010_010010001_wellness_parenting_divorce_business_crime,0.4215746396207294,0.5744210670571903,0.4328557620695014,0.5631867563053211,3,2,"['010000010', '010010001']","['wellness', 'parenting', 'divorce', 'business', 'crime']",46240,87342,43671,radius: 2 ; differance: 3
3_2_010000010_010011011_wellness_parenting_divorce_money,0.4023005797027406,0.5166707596788741,0.4170552085510797,0.5125098418303032,3,2,"['010000010', '010011011']","['wellness', 'parenting', 'divorce', 'money']",58213,71746,35873,radius: 2 ; differance: 3
3_2_010001000_000100000_college_latino voices,0.5003130876436548,0.488573364615024,0.4964446895611623,0.4830531563951907,3,2,"['010001000', '000100000']","['college', 'latino voices']",76742,4548,2274,radius: 2 ; differance: 3
3_2_010010001_000000000_business_crime_media_religion,0.5311943895778157,0.4929629618628801,0.5544278766199925,0.495389189810219,3,2,"['010010001', '000000000']","['business', 'crime', 'media', 'religion']",30403,30150,15075,radius: 2 ; differance: 3
3_2_010010001_010001000_business_crime_college,0.5031949928632595,0.4832360998526446,0.5124743536897644,0.4852946619306789,3,2,"['010010001', '010001000']","['business', 'crime', 'college']",85143,21396,10698,radius: 2 ; differance: 3
3_2_010010001_100000001_business_crime_world news_u.s. news,0.6100807391537999,0.546010314996267,0.6269069103154945,0.5550480382850171,3,2,"['010010001', '100000001']","['business', 'crime', 'world news', 'u.s. news']",100459,40946,20473,radius: 2 ; differance: 3
3_2_010011011_010001000_money_college,0.4511209274673008,0.4344670630202141,0.4473231107093384,0.4459268467575284,3,2,"['010011011', '010001000']","['money', 'college']",97116,5800,2900,radius: 2 ; differance: 3
3_2_011000010_000000000_weddings_media_religion,0.4781065866136984,0.4717141561143142,0.4794209618191842,0.4728477415150625,3,2,"['011000010', '000000000']","['weddings', 'media', 'religion']",42759,18348,9174,radius: 2 ; differance: 3
3_2_011000010_001000100_weddings_style,0.4921437072662329,0.4360269687569817,0.482252343537555,0.441226460565926,3,2,"['011000010', '001000100']","['weddings', 'style']",87706,31442,15721,radius: 2 ; differance: 3
3_2_011000010_010001000_weddings_college,0.4142983317391102,0.5606450751892262,0.4212479898430944,0.5365371330936823,3,2,"['011000010', '010001000']","['weddings', 'college']",100660,9594,4797,radius: 2 ; differance: 3
3_2_011000010_100000010_weddings_impact,0.4332462861945562,0.4959445307573395,0.4343114534803543,0.4945297216892919,3,2,"['011000010', '100000010']","['weddings', 'impact']",128215,14274,7137,radius: 2 ; differance: 3
3_2_011000110_010000000_home & living_fifty,0.4228606090692588,0.5973882366247976,0.435293372145385,0.5809132705103107,3,2,"['011000110', '010000000']","['home & living', 'fifty']",46688,11442,5721,radius: 2 ; differance: 3
3_2_100000001_000100000_world news_u.s. news_latino voices,0.7279094808324827,0.4840874022300328,0.7259655659465549,0.4911333260150013,3,2,"['100000001', '000100000']","['world news', 'u.s. news', 'latino voices']",84917,24098,12049,radius: 2 ; differance: 3
3_2_100000001_010000000_world news_u.s. news_fifty,0.6316691922120088,0.4753159226629702,0.6561730332467486,0.4882124758249279,3,2,"['100000001', '010000000']","['world news', 'u.s. news', 'fifty']",50680,24640,12320,radius: 2 ; differance: 3
3_2_100000001_100011000_world news_u.s. news_science,0.6556941032199547,0.4701903063945578,0.6599939951140537,0.4651967587393467,3,2,"['100000001', '100011000']","['world news', 'u.s. news', 'science']",119326,26250,13125,radius: 2 ; differance: 3
3_2_100000001_110011001_world news_u.s. news_tech,0.6895650197532079,0.5374817785123597,0.6911414767923074,0.539358533471479,3,2,"['100000001', '110011001']","['world news', 'u.s. news', 'tech']",107104,26046,13023,radius: 2 ; differance: 3
3_2_100000010_000000001_impact_good news_weird news,0.5341282886115053,0.542043388779539,0.5434127355209968,0.5344939912250279,3,2,"['100000010', '000000001']","['impact', 'good news', 'weird news']",57366,15318,7659,radius: 2 ; differance: 3
3_2_100000010_000100000_impact_latino voices,0.4701968331432821,0.4619698364356872,0.4706353569358157,0.4650132579806118,3,2,"['100000010', '000100000']","['impact', 'latino voices']",96142,9228,4614,radius: 2 ; differance: 3
3_2_100000010_010000000_impact_fifty,0.4144005682383668,0.5269863147164727,0.4447237214069525,0.5123856752825289,3,2,"['100000010', '010000000']","['impact', 'fifty']",55343,9770,4885,radius: 2 ; differance: 3
3_2_100000010_100011000_impact_science,0.4719356099097791,0.5319565976136719,0.4799232224095392,0.5513162920440327,3,2,"['100000010', '100011000']","['impact', 'science']",134726,11380,5690,radius: 2 ; differance: 3
3_2_100001000_000100000_environment_latino voices,0.5039538430699045,0.4729312823389342,0.513521337253724,0.4741179204620442,3,2,"['100001000', '000100000']","['environment', 'latino voices']",133021,10392,5196,radius: 2 ; differance: 3
3_2_100001000_010000000_environment_fifty,0.4632507284088989,0.5528550185995498,0.5043431473596298,0.5401916254962589,3,2,"['100001000', '010000000']","['environment', 'fifty']",51094,10934,5467,radius: 2 ; differance: 3
3_2_100011000_010001000_science_college,0.4756123412786812,0.4845862775673869,0.4860765928454594,0.4838430724342806,3,2,"['100011000', '010001000']","['science', 'college']",105770,6700,3350,radius: 2 ; differance: 3
3_2_100011000_010011001_science_education,0.5006225647158674,0.5254810771189383,0.5141329362720758,0.517865158946315,3,2,"['100011000', '010011001']","['science', 'education']",143784,6440,3220,radius: 2 ; differance: 3
3_2_101000100_000000000_food & drink_media_religion,0.5182172057762301,0.5579272746487052,0.5065879006657296,0.5509131234931831,3,2,"['101000100', '000000000']","['food & drink', 'media', 'religion']",23691,27914,13957,radius: 2 ; differance: 3
3_2_101000100_011000110_food & drink_home & living,0.5599697253248147,0.640850987947457,0.5212320940595603,0.6389193965098157,3,2,"['101000100', '011000110']","['food & drink', 'home & living']",90899,25512,12756,radius: 2 ; differance: 3
3_2_101000100_100000001_food & drink_world news_u.s. news,0.6675207327289323,0.526228713787671,0.6599197330415876,0.5365539135044238,3,2,"['101000100', '100000001']","['food & drink', 'world news', 'u.s. news']",64240,38710,19355,radius: 2 ; differance: 3
3_2_101000100_100000010_food & drink_impact,0.5339061479494166,0.5096558608001891,0.510885624022466,0.5060302433935555,3,2,"['101000100', '100000010']","['food & drink', 'impact']",75718,23840,11920,radius: 2 ; differance: 3
3_2_101000100_100001000_food & drink_environment,0.5402010002507741,0.4861706145573738,0.5229955583561721,0.4870600164064137,3,2,"['101000100', '100001000']","['food & drink', 'environment']",104442,25004,12502,radius: 2 ; differance: 3
3_2_110000110_010000000_healthy living tips_fifty,0.3772652347566593,0.5494329726407496,0.4241287634806275,0.5531913851597935,3,2,"['110000110', '010000000']","['healthy living tips', 'fifty']",52898,16190,8095,radius: 2 ; differance: 3
